"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16722","Agregar productos al carrito","Carrito de compras","2026-03-03","broken","2026-03-03","","","",""
